    153.60,    154.57,    149.71,    150.25,    147.43,50767700.00
    151.27,    153.34,    151.13,    152.54,    149.68,33568200.00
    153.38,    153.98,    152.63,    153.06,    150.19,26960800.00
    154.00,    154.58,    152.91,    153.99,    151.10,22966400.00
    154.90,    154.90,    153.31,    153.80,    150.92,19918900.00
    153.84,    154.17,    152.67,    153.34,    150.47,19178000.00
    153.73,    154.35,    153.03,    153.87,    150.99,19235600.00
    154.00,    154.24,    153.31,    153.61,    150.73,21927600.00
    153.42,    154.43,    153.33,    153.67,    150.79,20126900.00
    153.97,    154.17,    152.38,    152.76,    149.90,24451200.00
    153.17,    153.33,    152.22,    153.18,    150.31,16404100.00
    153.58,    155.45,    152.89,    155.45,    152.54,27770700.00
    154.34,    154.45,    153.46,    153.93,    151.04,25331700.00
    153.90,    155.81,    153.78,    154.45,    151.55,26624900.00
    155.02,    155.98,    154.48,    155.37,    152.46,21069600.00
    155.25,    155.54,    154.40,    154.99,    152.08,21250800.00
    155.19,    155.19,    146.02,    148.98,    146.19,64882700.00
    145.74,    146.09,    142.51,    145.42,    142.69,72307300.00
    147.16,    147.45,    145.15,    146.59,    143.84,34165400.00
    147.50,    147.50,    143.84,    145.16,    142.44,31531200.00
    143.32,    144.48,    142.21,    144.29,    141.58,32165400.00
    143.78,    144.50,    142.20,    142.27,    139.60,50361100.00
    143.66,    146.74,    143.66,    146.34,    143.60,32541400.00
    146.87,    146.87,    144.94,    145.01,    142.29,24900100.00
    145.52,    146.07,    144.61,    145.87,    143.14,21265800.00
    145.77,    146.70,    145.12,    145.63,    142.90,19106300.00
    145.13,    147.16,    145.11,    146.28,    143.54,35439400.00
    147.17,    148.28,    145.38,    145.82,    143.09,25692400.00
    145.01,    146.16,    143.62,    143.73,    141.04,24761900.00
    144.49,    146.11,    143.16,    145.83,    143.10,22082400.00
    144.71,    145.13,    142.28,    143.68,    140.99,31499400.00
    144.45,    144.96,    143.78,    144.02,    141.32,23024100.00
    144.88,    145.30,    143.10,    143.50,    140.81,14277800.00
    143.69,    144.79,    142.72,    144.09,    141.39,21569600.00
    143.02,    143.50,    142.41,    142.73,    140.05,24128800.00
    142.90,    144.75,    142.90,    144.18,    141.48,19201700.00
    144.11,    145.95,    143.37,    145.06,    142.34,21090600.00
    144.73,    145.85,    144.38,    145.53,    142.80,19781800.00
    145.87,    146.18,    144.82,    145.74,    143.01,24884500.00
    145.50,    148.49,    145.44,    147.77,    145.00,25199400.00
    147.97,    149.33,    147.33,    149.04,    146.25,20132100.00
    148.82,    150.90,    148.57,    149.56,    146.76,23793500.00
    149.20,    150.13,    148.67,    150.08,    147.27,17868800.00
    150.48,    151.42,    149.95,    151.02,    148.19,20923000.00
    151.50,    151.74,    150.19,    150.34,    147.52,17243700.00
    149.99,    150.44,    148.88,    150.27,    147.45,26252600.00
    150.58,    152.44,    149.90,    152.09,    149.24,21493200.00
    151.80,    153.84,    151.80,    152.74,    149.88,18853900.00
    153.35,    153.93,    153.06,    153.46,    150.58,15781000.00
    153.75,    153.99,    147.30,    150.56,    147.74,32476300.00
    149.89,    150.23,    149.19,    149.50,    146.70,17213700.00
    149.90,    150.33,    148.13,    148.73,    145.94,19845900.00
    149.10,    150.22,    148.41,    150.05,    147.24,35368600.00
    159.28,    159.75,    156.16,    157.14,    154.19,69936800.00
    157.05,    157.21,    155.02,    155.57,    152.65,27097300.00
    156.07,    157.40,    155.69,    156.39,    153.46,20559900.00
    157.06,    158.92,    156.67,    158.81,    155.83,21870300.00
    158.60,    161.83,    158.27,    160.08,    157.08,36205900.00
    159.26,    161.27,    159.11,    161.06,    158.04,26131500.00
    159.90,    160.00,    154.63,    155.32,    153.01,40804300.00
    156.60,    158.57,    156.07,    157.48,    155.13,26257100.00
    159.32,    160.21,    158.75,    159.85,    157.47,22122700.00
    160.66,    162.20,    160.14,    161.60,    159.19,29465500.00
    161.94,    162.51,    160.15,    160.95,    158.55,27671600.00
    160.52,    160.71,    157.84,    157.86,    155.51,27940600.00
    157.86,    159.50,    156.72,    157.50,    155.15,27428100.00
    157.50,    157.89,    155.11,    157.21,    154.87,26368500.00
    158.23,    160.00,    158.02,    159.78,    157.40,21604600.00
    159.07,    160.47,    158.88,    159.98,    157.60,19399100.00
    160.43,    160.74,    158.55,    159.27,    156.90,19818900.00
    159.65,    160.56,    159.27,    159.86,    157.48,25480100.00
    160.14,    162.00,    159.93,    161.47,    159.06,25966000.00
    160.10,    163.12,    160.00,    162.91,    160.48,29516900.00
    163.80,    163.89,    162.61,    163.35,    160.92,27269600.00
    163.64,    164.52,    163.48,    164.00,    161.56,26785100.00
    164.80,    164.94,    163.63,    164.05,    161.61,16591100.00
